Atom(A) Atom(B) Deloc_index
O1 O2 0.28449378954
O1 N3 0.0021082596437
O2 N3 0.044994344985
O1 N4 0.028176131037
O2 N4 0.023931776794
N3 N4 0.0015614304249
O1 N5 0.00017057855308
O2 N5 0.0020252451762
N3 N5 0.25423443013
N4 N5 0.00086719546983
O1 C6 0.0075778803776
O2 C6 0.024644482611
N3 C6 0.06075491477
N4 C6 0.074083972988
N5 C6 0.0122503668
O1 C7 0.073187038971
O2 C7 0.084727009962
N3 C7 0.0067700358244
N4 C7 0.94672949739
N5 C7 0.0030923616848
C6 C7 0.92677070806
O1 C8 0.00084432337498
O2 C8 0.0049856678035
N3 C8 1.003586446
N4 C8 0.013460233155
N5 C8 0.14001331216
C6 C8 0.98516145069
C7 C8 0.046220704678
O1 C9 0.74272626908
O2 C9 1.0824976838
N3 C9 0.0070325092361
N4 C9 0.080491140691
N5 C9 0.00063287748273
C6 C9 0.037183291875
C7 C9 0.84642416767
C8 C9 0.0054543065112
O1 C10 0.00023881043004
O2 C10 0.00070522037821
N3 C10 0.1551608226
N4 C10 0.0027307795457
N5 C10 1.1429847017
C6 C10 0.042865744249
C7 C10 0.013060299762
C8 C10 1.4462683491
C9 C10 0.00064347075082
O1 C11 0.00013249026395
O2 C11 0.0013817268148
N3 C11 0.97658546842
N4 C11 0.00080720917752
N5 C11 1.3026420277
C6 C11 0.0088025606839
C7 C11 0.0034642599472
C8 C11 0.099172655766
C9 C11 0.00026848798558
C10 C11 0.059298137281
O1 H12 0.00091430718676
O2 H12 0.019228686527
N3 H12 0.0090333747129
N4 H12 0.011500179273
N5 H12 0.0030616057793
C6 H12 0.93089735649
C7 H12 0.037276505166
C8 H12 0.041852676381
C9 H12 0.0029456480772
C10 H12 0.010438215669
C11 H12 0.0021107068569
O1 H13 0.0015680004334
O2 H13 0.0027616498944
N3 H13 0.0092317454306
N4 H13 0.013697923909
N5 H13 0.0012054090067
C6 H13 0.94020111187
C7 H13 0.03871784397
C8 H13 0.044212657497
C9 H13 0.0082694494314
C10 H13 0.0085291577028
C11 H13 0.0014076123533
H12 H13 0.036347374211
O1 H14 0.018587643434
O2 H14 0.01047953512
N3 H14 0.00082427722727
N4 H14 0.055045097128
N5 H14 0.00044075920284
C6 H14 0.033824895467
C7 H14 0.90748399135
C8 H14 0.0089199760506
C9 H14 0.036561942399
C10 H14 0.0035752494418
C11 H14 0.00080098097606
H12 H14 0.0093350006441
H13 H14 0.0029974072351
O1 H15 0.00087468881043
O2 H15 0.030097657231
N3 H15 0.73289917576
N4 H15 9.1753611363e-05
N5 H15 0.01086831719
C6 H15 0.001331706773
C7 H15 0.00015905971954
C8 H15 0.01407247125
C9 H15 0.0017047927238
C10 H15 0.0062064366135
C11 H15 0.012240703455
H12 H15 0.0004922752542
H13 H15 7.6621650522e-05
H14 H15 2.7739663991e-05
O1 H16 1.6989405928e-05
O2 H16 7.6042613402e-05
N3 H16 0.01346675645
N4 H16 0.00011587618153
N5 H16 0.058081698183
C6 H16 0.0031656442269
C7 H16 0.00057427646018
C8 H16 0.051000295673
C9 H16 5.4567364657e-05
C10 H16 0.9539370616
C11 H16 0.0081954246053
H12 H16 0.00047045583201
H13 H16 0.0029566234126
H14 H16 0.00020562048251
H15 H16 0.0011300779301
O1 H17 0.0012683809916
O2 H17 0.0030571558101
N3 H17 8.6629650145e-05
N4 H17 0.86812422331
N5 H17 1.9648559508e-05
C6 H17 0.0026841558038
C7 H17 0.020347108091
C8 H17 0.00026851041557
C9 H17 0.008585039921
C10 H17 6.6744137771e-05
C11 H17 2.3050820258e-05
H12 H17 0.00026787651854
H13 H17 0.0021866296393
H14 H17 0.0027529090115
H15 H17 1.1253046197e-05
H16 H17 4.3624380148e-06
O1 H18 0.00072134436699
O2 H18 0.0032049257773
N3 H18 7.2205504505e-05
N4 H18 0.86748308952
N5 H18 7.4083378819e-05
C6 H18 0.0056484033045
C7 H18 0.021111357031
C8 H18 0.00057668299727
C9 H18 0.0020364711549
C10 H18 0.00021923303157
C11 H18 6.0134317495e-05
H12 H18 0.0043318628122
H13 H18 0.00041827514018
H14 H18 0.0089068853211
H15 H18 4.1272433747e-06
H16 H18 9.1615078452e-06
H17 H18 0.016958597933
O1 H19 7.9766838265e-06
O2 H19 4.4597411788e-05
N3 H19 0.063889188353
N4 H19 8.8605984266e-05
N5 H19 0.066894636507
C6 H19 0.0013947713
C7 H19 0.00027943192325
C8 H19 0.011642609122
C9 H19 2.0837552575e-05
C10 H19 0.011030910191
C11 H19 0.91817914439
H12 H19 0.00020076883287
H13 H19 0.00042239193359
H14 H19 5.2763823743e-05
H15 H19 0.00078393262376
H16 H19 0.001433659042
H17 H19 3.9709856314e-06
H18 H19 4.4992498446e-06
O1 H20 0.59467565432
O2 H20 0.012457607253
N3 H20 2.5003960188e-05
N4 H20 0.00058323065038
N5 H20 7.472418995e-06
C6 H20 0.0011168239893
C7 H20 0.0067878565855
C8 H20 4.0281956568e-05
C9 H20 0.0093222410967
C10 H20 3.0131655557e-05
C11 H20 1.3211254255e-05
H12 H20 4.6668010666e-05
H13 H20 0.00027723671413
H14 H20 0.00054083748916
H15 H20 9.6286364817e-06
H16 H20 2.4138438153e-06
H17 H20 0.00010225825075
H18 H20 7.4115968498e-06
H19 H20 1.0511572532e-06
